title,upload_time,uploader,view_count
Trump regresa a la Casa Blanca tras perder la presidencia | Noticias Telemundo,2020-11-07T23:14:22Z,UCRwA1NUcUnwsly35ikGhp0A,1732643
"How Donald Trump, White House reacted to Joe Biden&#39;s projected election victory",2020-11-08T00:34:15Z,UCrp_UI8XtuYfpiqluWLD7Lw,7740527
Weekend Update: Rudy Giuliani on Trump&#39;s Election Lawsuits - SNL,2020-11-08T06:49:24Z,UCqFzWxSCi39LnW1JKFR3efg,5772481
US-WAHL 2020: DONALD TRUMP erklärt sich selber zum Wahlsieger,2020-11-08T08:25:33Z,UCZMsvbAhhRblVGXmEXW8TSA,152605
Biden gewinnt. Was macht Trump jetzt?,2020-11-08T10:06:06Z,UCZHpIFMfoJJ_1QxNGLJTzyA,961099
Trump&#39;s remaining days in White House could &#39;sabotage&#39; Biden&#39;s victory | 60 Minutes Australia,2020-11-08T10:30:02Z,UC0L1suV8pVgO4pCAIBNGx5w,956604
Donald Trump s&#39;accroche au pouvoir et ne reconnaît pas sa défaite,2020-11-08T10:36:54Z,UCW2QcKZiU8aUGg4yxCIditg,78670
The FULL List of Trump’s Most Tremendous Scandals | The Daily Social Distancing Show,2020-11-08T14:00:18Z,UCwWhs_6x42TyRM4Wstoq8HA,3293213
Can Trump steal the election?,2020-11-08T15:00:00Z,UCLXo7UDZvByw2ixzpQCufnA,2928042
"President Trump Yet To Concede To Joe Biden, Promising Legal Fight | Sunday TODAY",2020-11-08T15:07:18Z,UChDKyKQ59fYz3JO2fl0Z6sg,693111
¿Qué puede ocurrir si Donald Trump se niega a abandonar la Casa Blanca? | BBC Mundo,2020-11-08T16:59:30Z,UCUBIrDsIVzRpKsClMlSlTpQ,299546
Full Romney Interview: Trump Should Be &#39;Careful&#39; In His Next Steps | Meet The Press | NBC News,2020-11-08T17:41:04Z,UCeY0bbntWzzVIaj2z3QigXg,2557483
How Trump STILL WINS in 4 Steps: Dr. Marshall makes the case for his re-election,2020-11-08T20:38:57Z,UCeJGHnaPVxYr7z55VF4YmPg,244192
WELT THEMA: Machtkampf in den USA - Hat Trump noch eine realistische Chance?,2020-11-09T07:15:29Z,UCZMsvbAhhRblVGXmEXW8TSA,164628
WELT THEMA: Machtkampf in den USA - Hat Trump noch eine realistische Chance?,2020-11-09T07:15:29Z,UCZMsvbAhhRblVGXmEXW8TSA,164628
"Ông Trump bất ngờ có chứng cứ gian lận bầu cử, Cập Nhật kết quả bầu cử tổng thống mỹ có thay đổi ko",2020-11-09T10:00:32Z,UCUmRGR3a-g13O6pG927KQmg,2081791
Donald Trump anuncia que irá judicializar resultado de eleição nos EUA,2020-11-09T10:31:29Z,UCP391YRAjSOdM_bwievgaZA,69332
Elecciones EEUU | Melania Trump habla tras triunfo de Joe Biden en Estados Unidos,2020-11-09T11:48:08Z,UCkccyEbqhhM3uKOI6Shm-4Q,736848
Defiant Trump Refuses To Concede Election As Pressure Mounts | TODAY,2020-11-09T15:00:39Z,UChDKyKQ59fYz3JO2fl0Z6sg,873580
Mary Trump on her Uncle’s loss,2020-11-09T15:46:09Z,UCim9TnNKH5yinZm8_L95C-A,2032705
Trump aşkta da kaybetti!,2020-11-09T17:41:36Z,UC7DDcxd92wR0LzlMKIcHDAA,139662
These Trump supporters think the election was stolen. We ask them why,2020-11-09T20:29:05Z,UCupvZG-5ko_eiXAupbDfxWw,2653861
"Tras perder las elecciones, Trump despide a su secretario de Defensa Mark Esper | Noticias Telemundo",2020-11-09T21:10:14Z,UCRwA1NUcUnwsly35ikGhp0A,422440
¿Melania le dice adiós a Donald Trump? | Semana Noticias,2020-11-09T22:16:45Z,UC4oQAvXFuNlKivYjUynQKTA,2062940
"President Trump fires Defense Secretary Mark Esper, refuses to concede | WNT",2020-11-10T00:44:31Z,UCBi2mrWuNuyYy4gbM6fU18Q,474208
"President Trump fires Defense Secretary Mark Esper, refuses to concede | WNT",2020-11-10T00:44:31Z,UCBi2mrWuNuyYy4gbM6fU18Q,474208
"Trump Lost the 2020 Election, So Republicans Are Attacking Democracy: A Closer Look",2020-11-10T02:00:01Z,UCVTyTA7-g9nopHeHbeuvpRA,3130813
Joe Biden Beats Donald Trump in 2020 Election | The Tonight Show,2020-11-10T04:35:00Z,UC8-Th83bH_thdKZDJCrn88g,1812901
Tin trưa 10/11: TT Trump bãi nhiệm Bộ trưởng Quốc phòng; Luật sư có BẰNG CHỨNG GIAN LẬN ở Michigan?,2020-11-10T04:59:14Z,UCJKCDhXCCb3NyGW4nRDjTdQ,580110
Trump Refuses to Concede the Election | The Daily Social Distancing Show,2020-11-10T05:00:05Z,UCwWhs_6x42TyRM4Wstoq8HA,3636637
Trump Melts Down Over “Stolen&quot; Election,2020-11-10T05:21:38Z,UCa6vGFO9ty8v5KZJXQxdhaw,4840791
"Schwarze Miliz, rechte Bürgerwehren: die Zeit nach Trump",2020-11-10T09:56:26Z,UC1w6pNGiiLdZgyNpXUnA4Zw,426119
Donald Trump weigert sich Wahlniederlage zu akzeptieren | DW Nachrichten,2020-11-10T11:36:44Z,UCMIgOXM2JEQ2Pv2d0_PVfcg,125353
TIẾT LỘ MỚI | Quá Vui cho Ông Trump ! BIDEN BẤT LỢI ! Cuộc chiến vẫn còn tiếp diễn !!!,2020-11-10T11:49:09Z,UCxlprA9Y_T98gDqXMc46baw,447284
Líder republicano no Senado aprova decisão de Trump para recontagem dos votos,2020-11-10T12:56:46Z,UCwVmZjJwkCUCOes5_eAIebg,3988
"Ông Trump tuyên bố sốc tìm ra gian lận, sẽ có thay đổi lớn ? Cập nhật tình hình bầu cử tổng thống mỹ",2020-11-10T13:00:10Z,UCUmRGR3a-g13O6pG927KQmg,577371
What can Trump do now? | Start Here,2020-11-10T15:00:19Z,UCNye-wNBqNL5ZzHSJj3l8Bg,71128
Donald Trump 2024? Why he may run again,2020-11-10T15:15:02Z,UCupvZG-5ko_eiXAupbDfxWw,368443
Donald Trump diz que vencerá eleições nos Estados Unidos,2020-11-10T15:47:06Z,UCoa-D_VfMkFrCYodrOC9-mA,30988
Trump’s Post-Presidential Criminal Nightmare Begins Now,2020-11-10T18:22:42Z,UCZaT_X_mc0BI-djXOlfhqWQ,1086095
Brianna Keilar sounds off on GOP enablers fueling Trump&#39;s refusal to concede,2020-11-10T19:09:50Z,UCupvZG-5ko_eiXAupbDfxWw,1511828
Legal expert on Trump&#39;s court challenges to election results,2020-11-10T20:09:47Z,UC8p1vwvWtl6T73JiExfWs1g,367044
Arranca la carrera de Donald Trump contra Joe Biden | Semana Noticias,2020-11-10T20:13:05Z,UC4oQAvXFuNlKivYjUynQKTA,236068
La stratégie judiciaire de Donald Trump face à Joe Biden,2020-11-10T20:58:06Z,UC_yjQfBPiWxHtvyZ-Qg_nOg,165760
Trump Fans Are Holding Sad &#39;Stop the Steal&#39; Rallies,2020-11-10T21:00:20Z,UCZaT_X_mc0BI-djXOlfhqWQ,425900
JUST IN: Schumer FIRES BACK at Pompeo after &quot;second Trump Administration&quot; remarks,2020-11-10T21:12:11Z,UCPWXiRWZ29zrxPFIQT7eHSA,25592
Mike Pompeo fala em transição para segundo mandato de Donald Trump,2020-11-10T21:18:27Z,UCoa-D_VfMkFrCYodrOC9-mA,25510
Giuliani presents evidence for Trump&#39;s legal battle,2020-11-10T21:43:52Z,UCx6h-dWzJ5NpAlja1YsApdg,2147423
phoenix runde:  Nach der US-Wahl – Wann gibt Trump auf?,2020-11-10T22:56:43Z,UCwyiPnNlT8UABRmGmU0T9jg,48390
Melania Trump Breaks Silence After Election Loss,2020-11-11T00:00:03Z,UCJ7dtuZhjFSJvb_CZjWJkng,591388
Van cambiando los resultados favorecen a Trump 50% Biden 49%,2020-11-11T01:00:01Z,UCr9xpZl2qNsZiv2acatQVvg,186159
Trump&#39;s Own Former Lawyer Cohen Hits &#39;Crybaby&#39; Trump After Biden Win | The Beat With Ari Melber,2020-11-11T01:57:55Z,UCaXkIU1QidjPwiAYu6GcHjg,971006
Trump Still Won&#39;t Concede and Has No Plans To,2020-11-11T03:16:22Z,UCa6vGFO9ty8v5KZJXQxdhaw,2845353
Will Donald Trump Actually Leave the White House? | The Daily Social Distancing Show,2020-11-11T03:40:49Z,UCwWhs_6x42TyRM4Wstoq8HA,2581839
Trump in Denial About Getting Fired by America | The Tonight Show,2020-11-11T04:38:32Z,UC8-Th83bH_thdKZDJCrn88g,1485604
Trump Promete Revelar Toda Verdade Sobre as Eleições Americanas Hoje - Entraremos ao Vivo,2020-11-11T04:40:06Z,UCPT_QZdJaPeteonEPoGXKog,67291
The Trumps Are Throwing a Tantrum,2020-11-11T07:34:58Z,UCJ0uqCI0Vqr2Rrt1HseGirg,2263859
How Trump reacted to losing the US election,2020-11-11T09:32:30Z,UCIRYBXDze5krPDzAEOxFGVA,606604
"TIN MỚI 11/11 | Ông Trump đang đẩy mạnh cuộc chiến pháp lý, dồn ép Biden  | CUỘC ĐUA CHƯA KẾT THÚC",2020-11-11T10:30:11Z,UCxlprA9Y_T98gDqXMc46baw,14471
WELT HINTERGRUND: Trump-Team sucht verzweifelt nach Beweisen für Wahlbetrug,2020-11-11T11:36:45Z,UCZMsvbAhhRblVGXmEXW8TSA,56458
"‘Republicans Are Afraid Of Donald Trump’ Despite Election Loss, Kasie Hunt Says | TODAY",2020-11-11T18:00:07Z,UChDKyKQ59fYz3JO2fl0Z6sg,197888
WELT THEMA: US-Präsident steht im Regen - Trump lässt Helden in Arlington lange warten,2020-11-11T18:30:02Z,UCZMsvbAhhRblVGXmEXW8TSA,154912
"Trump Humiliated, Now Tweeting NewsMax Clips",2020-11-11T18:30:02Z,UCvixJtaXuNdMPUGdOPcY8Ag,376577
Actual election map shows strong support for President Trump in key battleground states,2020-11-11T21:12:39Z,UCNbIDJNNgaRrXOD7VllIMRQ,272151
"Trump made me vote Republican for the first time, now I&#39;m fighting for him | Leo Terrell",2020-11-11T22:01:13Z,UCx6h-dWzJ5NpAlja1YsApdg,361227
Trump/Biden : transition sous tension,2020-11-11T23:00:11Z,UCXwDLMDV86ldKoFVc_g8P0g,183556
Watch Sanders&#39; reaction to Trump refusing to concede,2020-11-11T23:11:10Z,UCupvZG-5ko_eiXAupbDfxWw,2321205
O que pode acontecer se Trump se recusar a sair da Casa Branca?,2020-11-11T23:30:00Z,UCthbIFAxbXTTQEC7EcQvP1Q,159250
Mike Pompeo já fala em segundo mandato de Trump,2020-11-12T01:07:58Z,UCzjtGnD7qqeaHW3nvDVrjQA,1014190
Penn. &amp; Mich. still in Play for Trump says Rudy Giuliani Part 1,2020-11-12T01:25:32Z,UCNbIDJNNgaRrXOD7VllIMRQ,38606
Pompeo asegura segundo mandato de Trump por datos de la CIA,2020-11-12T01:30:00Z,UCr9xpZl2qNsZiv2acatQVvg,158902
Trump and the GOP Still Refuse to Accept Biden&#39;s Win: A Closer Look,2020-11-12T02:00:02Z,UCVTyTA7-g9nopHeHbeuvpRA,3028895
Cả Thế Giới Kính Nể Ông Trump | Cập Nhật Bầu Cử Tổng Thống Mỹ Diễn Biến Mới Nhất 11/11/2020,2020-11-12T04:02:20Z,UCxlprA9Y_T98gDqXMc46baw,89970
Biden Slams Trump for Refusing to Concede Election | The Tonight Show,2020-11-12T04:35:40Z,UC8-Th83bH_thdKZDJCrn88g,1394643
"Trump Has Yet To Show Real Evidence Of Fraud, But Getting Him Out Of Office May Be A Bumpy Ride",2020-11-12T04:50:00Z,UCMtFAi84ehTSYSE9XoHefig,3181768
The Trump Admin Prepares for Their Nonexistent Second Term | The Daily Social Distancing Show,2020-11-12T05:01:20Z,UCwWhs_6x42TyRM4Wstoq8HA,2844535
Vì sao Ngoại trưởng Mỹ Mike Pompeo nói Tổng thống Trump sẽ tái nhiệm  Cập Nhật tình hình bầu cử Mỹ,2020-11-12T05:15:09Z,UCUmRGR3a-g13O6pG927KQmg,437462
Lawrence: ‘Donald Trump’s Silence Is His Concession Speech’ | The Last Word | MSNBC,2020-11-12T05:27:22Z,UCaXkIU1QidjPwiAYu6GcHjg,790065
Trump Emerges from Hiding as Biden&#39;s Lead Hits 5M,2020-11-12T06:00:02Z,UCJ0uqCI0Vqr2Rrt1HseGirg,1273519
Trump Firing Everybody as Election Standoff Continues,2020-11-12T07:48:52Z,UCa6vGFO9ty8v5KZJXQxdhaw,3193611
Dr. Phil on Trump &amp; COVID Impacting our Lives,2020-11-12T08:30:01Z,UCa6vGFO9ty8v5KZJXQxdhaw,481200
“Trump sera réélu” - L’invité du 12 novembre,2020-11-12T09:06:40Z,UC4ZNntU3CyEIH8RGH0n_5bw,30939
US election: Trump refuses to initiate transition process | DW News,2020-11-12T09:15:04Z,UCknLrEdhRCp1aegoMqRaCZg,197055
Trump weigert sich Übergabe der Präsidentschaft vorzubereiten | DW Nachrichten,2020-11-12T09:35:06Z,UCMIgOXM2JEQ2Pv2d0_PVfcg,139065
The Trump Team Responds To Joe Biden’s Hat - CONAN on TBS,2020-11-12T10:00:07Z,UCi7GJNg51C3jgmYTUwqoUXA,204569
Mais que prépare Trump ? - Reportage #cdanslair 11.11.2020,2020-11-12T10:25:36Z,UCvg4_wSz4Cmo4xRPXaKU47A,225252
Mais que prépare Trump ? #cdanslair 11.11.2020,2020-11-12T11:13:07Z,UCvg4_wSz4Cmo4xRPXaKU47A,123403
WELT ANAYSE: Heftiger Machtkampf im Trump-Team um Strategie - Setzt jetzt ein Sinneswandel ein?,2020-11-12T12:12:41Z,UCZMsvbAhhRblVGXmEXW8TSA,139512
6 post-presidency lawsuits waiting for Trump,2020-11-12T15:35:54Z,UCupvZG-5ko_eiXAupbDfxWw,1424638
"Deze schuldeisers wachten op Trump, als hij het Witte Huis verlaat • Z zoekt uit",2020-11-12T15:47:28Z,UC3lleI2WsaIiW8IzkJ0kIYA,24033
¿Qué pasaría si Donald Trump se niega a dejar la Casa Blanca? | Noticias con Francisco Zea,2020-11-12T15:56:09Z,UCcHtke0raf8vNYLM1Hbq3Jw,223708
¿Qué pasaría si Donald Trump se niega a dejar la Casa Blanca? | Noticias con Francisco Zea,2020-11-12T15:56:09Z,UCcHtke0raf8vNYLM1Hbq3Jw,223708
¿La victoria de Trump en Alaska cambia el resultado electoral? | Noticias con Francisco Zea,2020-11-12T16:04:49Z,UCcHtke0raf8vNYLM1Hbq3Jw,65979
Transition à la Maison Blanche : que peut-faire Donald Trump jusqu&#39;au 20 janvier ?,2020-11-12T16:06:46Z,UCCCPCZNChQdGa9EkATeye4g,137834
Where things stand with the Trump campaign&#39;s election lawsuits,2020-11-12T16:36:43Z,UC8p1vwvWtl6T73JiExfWs1g,122395
BREAKING: Trump legal team says court could order revote in PA,2020-11-12T19:45:34Z,UCYImiD9L0dMycenfBy2al0Q,361157
Matt Gaetz Hits On Trump&#39;s Daughter?!,2020-11-12T20:15:00Z,UCl9roQQwv4o4OuBj3FhQdDQ,104913
Ted Cruz explains the &#39;good news&#39; in Trump&#39;s election battle,2020-11-12T20:15:00Z,UCvqtzdcURSqNjY9RQEK4XmQ,513272
"Trump WINS Legal Battle In PA REJECTING Votes, But Trump Is Still FAR From Winning Legal Victory",2020-11-12T21:00:00Z,UCG749Dj4V2fKa143f8sE60Q,511128
TRUMP TEAM WIN: MAJOR Legal Win For President Trump IN PENNSYLVANIA,2020-11-12T21:24:33Z,UCJg9wBPyKMNA5sRDnvzmkdg,3244488
BREAKING! Pennsylvania Court RULES for TRUMP! BALLOTS THROWN OUT!!!,2020-11-12T21:52:48Z,UCCsiAKRKcgzA_372WbXNBaw,733683
What Really Happens If Melania And Donald Trump Get Divorced?,2020-11-12T22:00:01Z,UCJ7dtuZhjFSJvb_CZjWJkng,196921
Trump Press Secy Humiliates Herself One Last Time,2020-11-12T22:30:01Z,UCvixJtaXuNdMPUGdOPcY8Ag,496353
Trump Begins To Come To Grips With The Reality That He Will Not Be President Come January 20,2020-11-12T23:19:59Z,UCaXkIU1QidjPwiAYu6GcHjg,1036547
&#39;Dejected&#39; Trump waffles over waging baseless election fight,2020-11-12T23:26:45Z,UCupvZG-5ko_eiXAupbDfxWw,3538172
Trump may consider a pardon for himself,2020-11-12T23:34:34Z,UCupvZG-5ko_eiXAupbDfxWw,1447591
Trump is bashing Fox News on Twitter as pandemic rages,2020-11-13T00:23:07Z,UCupvZG-5ko_eiXAupbDfxWw,1661884
Trump is bashing Fox News on Twitter as pandemic rages,2020-11-13T00:23:07Z,UCupvZG-5ko_eiXAupbDfxWw,1661884
"Trump supporters to host &quot;Million MAGA March&quot; in Washington, D.C.",2020-11-13T01:03:58Z,UC8p1vwvWtl6T73JiExfWs1g,206118
Presidente Trump se anota un triunfo en Pensilvania,2020-11-13T01:10:33Z,UCSDLVU18_B695NFSU1TTZTg,52181
"After Trump Lost Election, See How He&#39;s Losing In Court | The Beat With Ari Melber | MSNBC",2020-11-13T01:30:42Z,UCaXkIU1QidjPwiAYu6GcHjg,2605645
Blitzer presses Azar: Where is President Trump right now?,2020-11-13T03:07:42Z,UCupvZG-5ko_eiXAupbDfxWw,787724
Obama responds to Trump&#39;s election conspiracies,2020-11-13T03:34:11Z,UCupvZG-5ko_eiXAupbDfxWw,1316819
Obama responds to Trump&#39;s election conspiracies,2020-11-13T03:34:11Z,UCupvZG-5ko_eiXAupbDfxWw,1316819
Trump is &quot;Dejected&quot; &amp; &quot;Fuming&quot; Over Election Results,2020-11-13T03:45:51Z,UCa6vGFO9ty8v5KZJXQxdhaw,4436599
Tổng thống Trump chia sẻ video &#39;gian lận bầu cử&#39; bị Twitter cảnh báo.,2020-11-13T04:14:17Z,UC47WI-kZXFf0H_f7pvaNCEQ,87613
Trump team secures first legal victory in Pennsylvania,2020-11-13T04:40:30Z,UCO0akufu9MOzyz3nvGIXAAw,505160
Trump’s key “election fraud whistleblower” falls on her face on Fox News,2020-11-13T04:43:40Z,UCQANb2YPwAtK-IQJrLaaUFw,2145851
Trump Wants to Wreck Fox News with His Own Network | The Tonight Show,2020-11-13T04:49:09Z,UC8-Th83bH_thdKZDJCrn88g,1364710
Tin tức | Bản tin trưa 13/11 | Ông Trump có phải rời Nhà Trắng ? | FBNC,2020-11-13T05:00:06Z,UC7723FqVehXq2zeRb3tP0hQ,217454
Obama Blasts Republicans Refusing To Accept Biden&#39;s Win Over Trump | The 11th Hour | MSNBC,2020-11-13T05:56:39Z,UCaXkIU1QidjPwiAYu6GcHjg,1390783
WELT THEMA: Alternative Realität - Trump glaubt weiter fest an Wahlsieg,2020-11-13T07:26:15Z,UCZMsvbAhhRblVGXmEXW8TSA,116552
"Sau bầu cử, ông Trump ký sắc lệnh đầu tiên liên quan đến Trung Quốc | VTC Now",2020-11-13T07:36:39Z,UCL9-pEHNBs3N4r2bMoXdLJA,338955
Donald Trump: Wie der US-Präsident seine Partei im Würgegriff hält,2020-11-13T08:42:31Z,UC1w6pNGiiLdZgyNpXUnA4Zw,184650
Donald Trumps unanständiger Abgang,2020-11-13T11:00:00Z,UCeqKIgPQfNInOswGRWt48kQ,339606
"Ông Trump thắng kiện ở Pennsylvania, tòa lệnh hủy hàng nghìn phiếu bầu",2020-11-13T11:00:19Z,UCOEvEldWBMOHNdlzcofFa9w,72888
Juez en Pensilvania da otra victoria para Trump y salen mas pruebas a su favor,2020-11-13T11:17:09Z,UCuTIiHyNqELu6RNtB4AahAA,453460
Pressure Grows On President Trump To Accept Election Results | TODAY,2020-11-13T13:05:30Z,UChDKyKQ59fYz3JO2fl0Z6sg,801112
Christina Bobb: Trump won.  And the media lost its mind.,2020-11-13T14:40:31Z,UCNbIDJNNgaRrXOD7VllIMRQ,521140
US election security officials reject Trump&#39;s fraud claims - BBC News,2020-11-13T15:29:03Z,UC16niRr50-MSBwiO3YDb3RA,275342
Trump restera,2020-11-13T15:59:13Z,UC8jSdiTfai1PFwjQ9MrkkBg,97087
Convoy,2020-11-13T16:46:40Z,UCuVPpxrm2VAgpH3Ktln4HXg, 
Paulo Figueiredo Filho: &#39;TRUMP SÓ PRECISA REVERTER O RESULTADO EM 3 ESTADOS&#39;,2020-11-13T16:52:26Z,UC9U4nIDyIzzelXrjNQXNvxA,94853
TRUMP WINNING? Nancy Pelosi Says SHE WILL STRIKE DOWN This Path For President Trump,2020-11-13T18:56:35Z,UCJg9wBPyKMNA5sRDnvzmkdg,1229089
TRUMP BLEIBT IN WAHLBETRUG-WAGENBURG: Behörden sprechen dagegen von sichersten Wahl der Geschichte,2020-11-13T19:13:29Z,UCZMsvbAhhRblVGXmEXW8TSA,90584
President Donald Trump: Covid-19 vaccine will not be delivered to New York,2020-11-13T21:57:06Z,UCrp_UI8XtuYfpiqluWLD7Lw,481114
Vaccin anti-Covid: la prise de parole de Donald Trump en intégralité,2020-11-13T21:58:49Z,UCXwDLMDV86ldKoFVc_g8P0g,118031
"Trump vows to avoid Covid lockdown, doesn&#39;t concede | nzherald.co.nz",2020-11-13T22:01:12Z,UCG0xyRVgb5Yf1lvQxkRrYYQ,5615
US election aftermath: Trump says &#39;time will tell&#39; who&#39;ll be in charge in January,2020-11-13T22:03:01Z,UCoMdktPbSTixAyNGwb-UYkQ,255867
President Trump speaks on coronavirus vaccine efforts — 11/13/2020,2020-11-13T22:04:17Z,UCrp_UI8XtuYfpiqluWLD7Lw,469217
Trump Delivers Remarks On Operation Warp Speed | NBC News,2020-11-13T22:04:29Z,UCeY0bbntWzzVIaj2z3QigXg,1482993
WATCH: Trump delivers update on Operation Warp Speed from the White House Rose Garden,2020-11-13T22:04:39Z,UC6ZFN9Tx6xh-skXCuRHCDpQ,177356
Primeras declaraciones del presidente Trump tras la derrota en las elecciones | Noticias Telemundo,2020-11-13T22:05:46Z,UCRwA1NUcUnwsly35ikGhp0A,1034761
Trump delivers an update on &#39;Operation Warp Speed&#39; in the Rose Garden,2020-11-13T22:06:42Z,UCXIJgqnII2ZOINSWNOGFThA,659958
Trump gives an update on &#39;Operation Warp Speed&#39;,2020-11-13T22:07:24Z,UCCXoCcu9Rp7NPbTzIvogpZg,323698
WATCH: Trump delivers remarks on coronavirus vaccine development,2020-11-13T22:12:44Z,UCHd62-u_v4DvJ8TCFtpi4GA,340530
🔴 LIVE: President Trump Delivers Remarks from The Rose Garden on Operation Warp Speed 11/13/20,2020-11-13T22:12:49Z,UCHqC-yWZ1kri4YzwRSt6RGQ,749718
President Donald Trump on coronavirus vaccine development and distribution,2020-11-13T22:19:59Z,UCrp_UI8XtuYfpiqluWLD7Lw,144683
Donald Trump delivers update on Operation Warp Speed vaccine programme – watch live,2020-11-13T22:20:06Z,UCIRYBXDze5krPDzAEOxFGVA,108105
"Biden gewinnt die US-Wahl, Trump will nur noch Chaos stiften | heute-show vom 13.11.2020",2020-11-13T22:34:09Z,UCFqcNI0NaAA21NS9W3ExCRg,501913
"&quot;Este governo não vai entrar em lockdown&quot;, diz Trump em 1º discurso após eleição | CNN PRIME TIME",2020-11-13T22:35:38Z,UCvdwhh_fDyWccR42-rReZLw,22044
Trump se niega a admitir su derrota electoral,2020-11-13T22:45:00Z,UCT4Jg8h03dD0iN3Pb5L0PMA,54995
Trump refuses to acknowledge election reality at White House event,2020-11-13T23:04:31Z,UCupvZG-5ko_eiXAupbDfxWw,1947581
Trump threatens to deny New York a vaccine. See governor&#39;s response,2020-11-13T23:55:33Z,UCupvZG-5ko_eiXAupbDfxWw,2076541
Trump addresses nation without conceding election | WNT,2020-11-14T01:09:25Z,UCBi2mrWuNuyYy4gbM6fU18Q,620940
Trump Addresses Americans For First Time Since Election Defeat | NBC Nightly News,2020-11-14T01:24:06Z,UCeY0bbntWzzVIaj2z3QigXg,335917
Mundos paralelos: Trump amenaza con revelar secretos de ovnis,2020-11-14T01:42:22Z,UCO7Wkx0hqV7lZu1aIXgpNDA,36353
"President Trump in legal, financial jeopardy after leaving office",2020-11-14T01:55:28Z,UCBi2mrWuNuyYy4gbM6fU18Q,2092466
"Tin tức 24h mới nhất hôm nay 14/11.TT Trump Tố 2,7 triệu phiếu bầu đã bị xóa. Cập Nhật Bầu Cử mỹ mới",2020-11-14T02:00:31Z,UCUmRGR3a-g13O6pG927KQmg,507480
Cooper: Trump&#39;s outrage doesn&#39;t matter. Here&#39;s what does,2020-11-14T02:33:06Z,UCupvZG-5ko_eiXAupbDfxWw,2099113
"King: If Trump thinks 2016 was a landslide, 2020 is as well",2020-11-14T02:47:18Z,UCupvZG-5ko_eiXAupbDfxWw,1263517
Trump&#39;s Trade Advisor: Clearly Trump Won The 2020 Election,2020-11-14T03:00:12Z,UC1yBKRuGpC1tSM73A0ZjYjQ,181567
Trump Supporters Prepare for Million MAGA March in D.C. | The Tonight Show,2020-11-14T04:44:06Z,UC8-Th83bH_thdKZDJCrn88g,1727765
Bầu cử Mỹ 2020 (14/11) | Ông Trump có thể lật ngược thế cờ ở 2 bang chiến địa | FBNC,2020-11-14T05:00:05Z,UC7723FqVehXq2zeRb3tP0hQ,452162
Lawrence: ‘It’s All Over’ For William Barr &amp; Donald Trump | The Last Word | MSNBC,2020-11-14T05:11:56Z,UCaXkIU1QidjPwiAYu6GcHjg,1587342
No Public Sign Trump’s Ready To Concede | The 11th Hour | MSNBC,2020-11-14T05:44:20Z,UCaXkIU1QidjPwiAYu6GcHjg,440526
États-Unis : Donald Trump esquisse un demi-aveu de défaite,2020-11-14T07:26:08Z,UCW2QcKZiU8aUGg4yxCIditg,65447
"Biden solidifies victory, Trump hints at leaving",2020-11-14T09:34:44Z,UChqUTb7kYRX8-EiaN3XFrSQ,581632
"Gió đổi chiều TT Trump THẮNG LỚN với 311 phiếu đại cử tri dự kiến, cả Thế Giới sắp Ăn Mừng LỚN",2020-11-14T11:00:05Z,UC-7aTmBwnvSANfF8FNAkq_g,464185
Erste Amtszeit von Donald Trump: eine gnadenlose Strategie,2020-11-14T11:10:22Z,UCeqKIgPQfNInOswGRWt48kQ,101687
Stop the Steal - Trump-Fans im Netz,2020-11-14T14:30:01Z,UC1w6pNGiiLdZgyNpXUnA4Zw,98922
Nhà Trắng: &quot;Tổng thống Trump sẽ dự lễ nhậm chức của chính mình&quot; | VTC Now,2020-11-14T15:02:26Z,UCL9-pEHNBs3N4r2bMoXdLJA,186915
Million MAGA march live: Supporters of President Donald Trump begin to gather at Freedom Plaza,2020-11-14T15:38:42Z,UCcT6w3xUyVshyR2_2vrMp1w,294095
President Trump visits Freedom Plaza ahead of demonstrations,2020-11-14T15:59:29Z,UCcT6w3xUyVshyR2_2vrMp1w,670006
TRUMP-FANS MARSCHIEREN AUF: Abgewählter US-Präsident besucht seine Anhänger auf Demo in Washington,2020-11-14T16:12:28Z,UCZMsvbAhhRblVGXmEXW8TSA,91530
"Tổng hợp bầu cử tổng thống mỹ mới nhất. TT Trump phá vỡ im lặng sau bầu cử, Câu chuyện quốc tế",2020-11-14T16:15:40Z,UCUmRGR3a-g13O6pG927KQmg,357050
President Trump visits supporters at Freedom Plaza,2020-11-14T16:59:07Z,UCMYlXK0jyerVnc3dmz-vjCA,108015
It’s Official: Donald Trump Is a... | The Daily Social Distancing Show,2020-11-14T17:00:04Z,UCwWhs_6x42TyRM4Wstoq8HA,1805726
The Funniest Donald Trump Stories | The Graham Norton Show,2020-11-14T17:00:21Z,UC4PziMH5MvvsmqM0VCZTy-g,503080
Donald Trump hints at Joe Biden taking office as he speaks publicly for the first time since defeat,2020-11-14T17:21:57Z,UCTrQ7HXWRRxr7OsOtodr2_w,157729
Donald Trump motorcade drives by supporters protesting US election results,2020-11-14T17:28:34Z,UCIRYBXDze5krPDzAEOxFGVA,1270140
"Trump supporters gather for a rally in Washington, D.C.",2020-11-14T17:55:00Z,UCXIJgqnII2ZOINSWNOGFThA,727553
Trump&#39;s Pentagon Firing Spree Is Freaking People Out,2020-11-14T18:00:50Z,UCYWIEbibRcZav6xMLo9qWWw,152517
